State,District,Position,Party,Candidate,Vote Share
Michigan,9,U.S. Representative,Democratic,Sander Levin,0.60
Michigan,9,U.S. Representative,Republican,George Brikho,0.36
Michigan,9,U.S. Representative,Libertarian,Gregory Creswell,0.02
Michigan,10,U.S. Representative,Republican,Candice Miller,0.69
Michigan,10,U.S. Representative,Democratic,Chuck Stadler,0.29
Michigan,10,U.S. Representative,Green,Harley Mikkelson,0.00
Michigan,11,U.S. Representative,Republican,David Trott,0.56
Michigan,11,U.S. Representative,Democratic,Bobby McKenzie,0.41
Michigan,11,U.S. Representative,Libertarian,John Tatar,0.03
Michigan,12,U.S. Representative,Democratic,Debbie Dingell,0.65
Michigan,12,U.S. Representative,Republican,Terry Bowman,0.31
Michigan,12,U.S. Representative,Independent,Gary Walkowicz,0.02
Michigan,13,U.S. Representative,Democratic,John Conyers,0.80
Michigan,13,U.S. Representative,Republican,Jeff Gorman,0.16
Michigan,13,U.S. Representative,Libertarian,Chris Sharer,0.02
Michigan,14,U.S. Representative,Democratic,Brenda Lawrence,0.78
Michigan,14,U.S. Representative,Republican,Christina Barr,0.20
Michigan,14,U.S. Representative,Libertarian,Leonard Schwartz,0.02
Minnesota,1,U.S. Representative,Democratic,Tim Walz,0.54
Minnesota,1,U.S. Representative,Republican,Jim Hagedorn,0.46
Minnesota,2,U.S. Representative,Republican,John Kline,0.56
Minnesota,2,U.S. Representative,Democratic,Mike Obermueller,0.39
Minnesota,2,U.S. Representative,Independence,Paula Overby,0.05
Minnesota,3,U.S. Representative,Republican,Erik Paulsen,0.62
Minnesota,3,U.S. Representative,Democratic,Sharon Sund,0.38
Minnesota,4,U.S. Representative,Democratic,Betty McCollum,0.61
Minnesota,4,U.S. Representative,Republican,Sharna Wahlgren,0.33
Minnesota,4,U.S. Representative,Independence,Dave Thomas,0.06
Minnesota,5,U.S. Representative,Democratic,Keith Ellison,0.71
Minnesota,5,U.S. Representative,Republican,Doug Daggett,0.24
Minnesota,5,U.S. Representative,Independence,Lee Bauer,0.05
Minnesota,6,U.S. Representative,Republican,Tom Emmer,0.56
Minnesota,6,U.S. Representative,Democratic,Joe Perske,0.38
Minnesota,6,U.S. Representative,Independence,John Denney,0.05
Minnesota,7,U.S. Representative,Democratic,Collin Peterson,0.54
Minnesota,7,U.S. Representative,Republican,Torrey Westrom,0.46
Minnesota,8,U.S. Representative,Democratic,Rick Nolan,0.49
Minnesota,8,U.S. Representative,Republican,Stewart Mills III,0.47
Minnesota,8,U.S. Representative,Green,Skip Sandman,0.04
Mississippi,1,U.S. Representative,Republican,Alan Nunnelee,0.68
Mississippi,1,U.S. Representative,Democratic,Ron Dickey,0.29
Mississippi,1,U.S. Representative,Libertarian,Danny Bedwell,0.03
Mississippi,2,U.S. Representative,Democratic,Bennie Thompson,0.68
Mississippi,2,U.S. Representative,Independent,Troy Ray,0.25
Mississippi,2,U.S. Representative,Reform,Shelley Shoemake,0.08
Mississippi,3,U.S. Representative,Republican,Gregg Harper,0.69
Mississippi,3,U.S. Representative,Democratic,Doug Magee,0.28
Mississippi,3,U.S. Representative,Independent,Roger Gerrard,0.02
Mississippi,4,U.S. Representative,Republican,Steven Palazzo,0.70
Mississippi,4,U.S. Representative,Democratic,Matt Moore,0.24
Mississippi,4,U.S. Representative,Independent,Cindy Burleson,0.02
Missouri,1,U.S. Representative,Democratic,Lacy Clay,0.73
Missouri,1,U.S. Representative,Republican,Daniel Elder,0.22
Missouri,1,U.S. Representative,Libertarian,Robb Cunningham,0.06
Missouri,2,U.S. Representative,Republican,Ann Wagner,0.64
Missouri,2,U.S. Representative,Democratic,Arthur Lieber,0.33
Missouri,2,U.S. Representative,Libertarian,Bill Slantz,0.03
Missouri,3,U.S. Representative,Republican,Blaine Luetkemeyer,0.68
Missouri,3,U.S. Representative,Democratic,Courtney Denton,0.27
Missouri,3,U.S. Representative,Libertarian,Steven Hedrick,0.05
Missouri,4,U.S. Representative,Republican,Vicky Hartzler,0.68
Missouri,4,U.S. Representative,Democratic,Nate Irvin,0.26
Missouri,4,U.S. Representative,Libertarian,Herschel Young,0.06
Missouri,5,U.S. Representative,Democratic,Emanuel Cleaver,0.52
Missouri,5,U.S. Representative,Republican,Jacob Turk,0.45
Missouri,5,U.S. Representative,Libertarian,Roy Welborn,0.04
Missouri,6,U.S. Representative,Republican,Sam Graves,0.67
Missouri,6,U.S. Representative,Democratic,Bill Hedge,0.30
Missouri,6,U.S. Representative,Libertarian,Russ Monchil,0.04
Missouri,7,U.S. Representative,Republican,Billy Long,0.64
Missouri,7,U.S. Representative,Democratic,Jim Evans,0.29
Missouri,7,U.S. Representative,Libertarian,Kevin Craig,0.08
Missouri,8,U.S. Representative,Republican,Jason Smith,0.67
Missouri,8,U.S. Representative,Democratic,Barbara Stocker,0.24
Missouri,8,U.S. Representative,Independent,Terry Hampton,0.04
Montana,At-Large,U.S. Representative,Republican,Ryan Zinke,0.55
Montana,At-Large,U.S. Representative,Democratic,John Lewis,0.40
Montana,At-Large,U.S. Representative,Libertarian,Mike Fellows,0.04
Nebraska,1,U.S. Representative,Republican,Jeff Fortenberry,0.69
Nebraska,1,U.S. Representative,Democratic,Dennis Crawford,0.31
Nebraska,2,U.S. Representative,Democratic,Brad Ashford,0.49
Nebraska,2,U.S. Representative,Republican,Lee Terry,0.46
Nebraska,2,U.S. Representative,Libertarian,Steven Laird,0.05
Nebraska,3,U.S. Representative,Republican,Adrian Smith,0.75
Nebraska,3,U.S. Representative,Democratic,Mark Sullivan,0.25
Nevada,1,U.S. Representative,Democratic,Dina Titus,0.57
Nevada,1,U.S. Representative,Republican,Annette Teijeiro,0.38
Nevada,1,U.S. Representative,Libertarian,Richard Charles,0.03
Nevada,2,U.S. Representative,Republican,Mark Amodei,0.66
Nevada,2,U.S. Representative,Democratic,Kristen Spees,0.28
Nevada,2,U.S. Representative,Independent American,Janine Hansen,0.06
Nevada,3,U.S. Representative,Republican,Joe Heck,0.61
Nevada,3,U.S. Representative,Democratic,Erin Bilbray,0.36
Nevada,3,U.S. Representative,Independent,David Goosen,0.01
Nevada,4,U.S. Representative,Republican,Cresent Hardy,0.49
Nevada,4,U.S. Representative,Democratic,Steven Horsford,0.46
Nevada,4,U.S. Representative,Libertarian,Steve Brown,0.03
New Hampshire,1,U.S. Representative,Republican,Frank Guinta,0.52
New Hampshire,1,U.S. Representative,Democratic,Carol Shea-Porter,0.48
New Hampshire,2,U.S. Representative,Democratic,Ann McLane Kuster,0.55
New Hampshire,2,U.S. Representative,Republican,Marilinda Garcia,0.45
New Jersey,1,U.S. Representative,Democratic,Donald Norcross,0.57
New Jersey,1,U.S. Representative,Republican,Garry Cobb,0.39
New Jersey,1,U.S. Representative,Independent,Scot John Tomaszewski,0.01
New Jersey,2,U.S. Representative,Republican,Frank LoBiondo,0.61
New Jersey,2,U.S. Representative,Democratic,Bill Hughes Jr.,0.37
New Jersey,2,U.S. Representative,D-R,Alexander Spano,0.00
New Jersey,3,U.S. Representative,Republican,Tom MacArthur,0.54
New Jersey,3,U.S. Representative,Democratic,Aimee Belgard,0.44
New Jersey,3,U.S. Representative,D-R,Frederick John LaVergne,0.02
New Jersey,4,U.S. Representative,Republican,Chris Smith,0.68
New Jersey,4,U.S. Representative,Democratic,Ruben Scolavino,0.31
New Jersey,4,U.S. Representative,Independent,Scott Neuman,0.01
New Jersey,5,U.S. Representative,Republican,Scott Garrett,0.55
New Jersey,5,U.S. Representative,Democratic,Roy Cho,0.43
New Jersey,5,U.S. Representative,Independent,Mark Quick,0.01
New Jersey,6,U.S. Representative,Democratic,Frank Pallone,0.60
New Jersey,6,U.S. Representative,Republican,Anthony Wilkinson,0.39
New Jersey,6,U.S. Representative,Libertarian,Dorit Goikhman,0.01
New Jersey,7,U.S. Representative,Republican,Leonard Lance,0.59
New Jersey,7,U.S. Representative,Democratic,Janice Kovach,0.39
New Jersey,7,U.S. Representative,Libertarian,Jim Gawron,0.02
New Jersey,8,U.S. Representative,Democratic,Albio Sires,0.77
New Jersey,8,U.S. Representative,Republican,Jude-Anthony Tiscornia,0.19
New Jersey,8,U.S. Representative,Independent,Herbert Shaw,0.02
New Jersey,9,U.S. Representative,Democratic,Bill Pascrell,0.69
New Jersey,9,U.S. Representative,Republican,Dierdre Paul,0.30
New Jersey,9,U.S. Representative,Independent,Nestor Montilla,0.01
New Jersey,10,U.S. Representative,Democratic,Donald Payne,0.85
New Jersey,10,U.S. Representative,Republican,Yolanda Dentley,0.13
New Jersey,10,U.S. Representative,Independent,Gwendolyn Franklin,0.01
New Jersey,11,U.S. Representative,Republican,Rodney P. Frelinghuysen,0.63
New Jersey,11,U.S. Representative,Democratic,Mark Dunec,0.37
New Jersey,12,U.S. Representative,Democratic,Bonnie Watson Coleman,0.61
New Jersey,12,U.S. Representative,Republican,Alieta Eck,0.37
New Jersey,12,U.S. Representative,Independent,Don DeZarn,0.01
New Mexico,1,U.S. Representative,Democratic,Michelle Luján Grisham,0.59
New Mexico,1,U.S. Representative,Republican,Mike Frese,0.41
New Mexico,2,U.S. Representative,Republican,Steve Pearce,0.65
New Mexico,2,U.S. Representative,Democratic,Rocky Lara,0.36
New Mexico,3,U.S. Representative,Democratic,Ben Ray Luján,0.62
New Mexico,3,U.S. Representative,Republican,Jeff Byrd,0.39
New York,1,U.S. Representative,Republican,Lee Zeldin,0.54
New York,1,U.S. Representative,Democratic,Tim Bishop,0.46
New York,2,U.S. Representative,Republican,Peter King,0.68
New York,2,U.S. Representative,Democratic,Pat Maher,0.30
New York,2,U.S. Representative,Green,Will Stevenson,0.02
New York,3,U.S. Representative,Democratic,Steve Israel,0.55
New York,3,U.S. Representative,Republican,Grant Lally,0.45
New York,4,U.S. Representative,Democratic,Kathleen Rice,0.53
New York,4,U.S. Representative,Republican,Bruce Blakeman,0.47
New York,5,U.S. Representative,Democratic,Gregory Meeks,0.95
New York,5,U.S. Representative,Independent,Allen Steinhardt,0.05
New York,7,U.S. Representative,Democratic,Nydia Velazquez,0.89
New York,7,U.S. Representative,Republican,Jose Luis Fernandez,0.09
New York,7,U.S. Representative,Conservative,Allan Romaguera,0.02
New York,8,U.S. Representative,Democratic,Hakeem Jeffries,0.92
New York,8,U.S. Representative,Conservative,Alan Ballone,0.08
New York,9,U.S. Representative,Democratic,Yvette Clarke,0.89
New York,9,U.S. Representative,Conservative,Daniel Cavanaugh,0.11
New York,10,U.S. Representative,Democratic,Jerry Nadler,0.87
New York,10,U.S. Representative,Conservative,Ross Brady,0.12
New York,10,U.S. Representative,America First,Michael J. Dilger,0.01
New York,11,U.S. Representative,Republican,Michael Grimm,0.55
New York,11,U.S. Representative,Democratic,Domenic Recchia,0.42
New York,11,U.S. Representative,Green,Henry Bardel,0.03
New York,12,U.S. Representative,Democratic,Carolyn Maloney,0.80
New York,12,U.S. Representative,Republican,Nick Di Iorio,0.20
New York,13,U.S. Representative,Democratic,Charles Rangel,0.87
New York,13,U.S. Representative,Green,Daniel Vila,0.13
New York,14,U.S. Representative,Democratic,Joe Crowley,0.88
New York,14,U.S. Representative,Conservative,Elizabeth Perri,0.12
New York,15,U.S. Representative,Democratic,José Serrano,0.97
New York,15,U.S. Representative,Conservative,Eduardo Ramirez,0.02
New York,15,U.S. Representative,Green,Bill Edstrom,1.00
New York,17,U.S. Representative,Democratic,Nita Lowey,0.56
New York,17,U.S. Representative,Republican,Chris Day,0.44
New York,18,U.S. Representative,Democratic,Sean Patrick Maloney,0.50
New York,18,U.S. Representative,Republican,Nan Hayworth,0.48
New York,18,U.S. Representative,Independent,Scott Smith,0.02
New York,19,U.S. Representative,Republican,Chris Gibson,0.65
New York,19,U.S. Representative,Democratic,Sean Eldridge,0.36
New York,20,U.S. Representative,Democratic,Paul Tonko,0.61
New York,20,U.S. Representative,Republican,Jim Fischer,0.39
New York,21,U.S. Representative,Republican,Elise Stefanik,0.55
New York,21,U.S. Representative,Democratic,Aaron Woolf,0.34
New York,21,U.S. Representative,Green,Matt Funiciello,0.11
New York,23,U.S. Representative,Republican,Tom Reed,0.62
New York,23,U.S. Representative,Democratic,Martha Robertson,0.38
New York,24,U.S. Representative,Republican,John Katko,0.60
New York,24,U.S. Representative,Democratic,Dan Maffei,0.40
New York,25,U.S. Representative,Democratic,Louise Slaughter,0.50
New York,25,U.S. Representative,Republican,Mark Assini,0.50
New York,26,U.S. Representative,Democratic,Brian Higgins,0.68
New York,26,U.S. Representative,Republican,Kathy Weppner,0.32
New York,27,U.S. Representative,Republican,Chris Collins,0.71
New York,27,U.S. Representative,Democratic,Jim O'Donnell,0.29
North Carolina,1,U.S. Representative,Democratic,G. K. Butterfield,0.73
North Carolina,1,U.S. Representative,Republican,Arthur Rich,0.27
North Carolina,2,U.S. Representative,Republican,Renee Ellmers,0.59
North Carolina,2,U.S. Representative,Democratic,Clay Aiken,0.41
North Carolina,3,U.S. Representative,Republican,Walter B. Jones Jr.,0.68
North Carolina,3,U.S. Representative,Democratic,Marshall Adame,0.32
North Carolina,4,U.S. Representative,Democratic,David Price,0.75
North Carolina,4,U.S. Representative,Republican,Paul M. Wright,0.25
North Carolina,5,U.S. Representative,Republican,Virginia Foxx,0.61
North Carolina,5,U.S. Representative,Democratic,Josh Brannon,0.39
North Carolina,6,U.S. Representative,Republican,Mark Walker,0.59
North Carolina,6,U.S. Representative,Democratic,Laura Fjeld,0.41
North Carolina,7,U.S. Representative,Republican,David Rouzer,0.59
North Carolina,7,U.S. Representative,Democratic,Jonathan Barfield,0.37
North Carolina,7,U.S. Representative,Libertarian,J. Wesley Casteen,0.03
North Carolina,8,U.S. Representative,Republican,Richard Hudson,0.65
North Carolina,8,U.S. Representative,Democratic,Antonio Blue,0.35
North Carolina,9,U.S. Representative,Republican,Robert Pittenger,0.94
North Carolina,10,U.S. Representative,Republican,Patrick T. McHenry,0.61
North Carolina,10,U.S. Representative,Democratic,Tate MacQueen,0.39
North Carolina,11,U.S. Representative,Republican,Mark Meadows,0.63
North Carolina,11,U.S. Representative,Democratic,Thomas Waddell Hill,0.37
North Carolina,12,U.S. Representative,Democratic,Alma Adams,0.75
North Carolina,12,U.S. Representative,Republican,Vince Coakley,0.25
North Carolina,13,U.S. Representative,Republican,George Holding,0.57
North Carolina,13,U.S. Representative,Democratic,Brenda Cleary,0.43
North Dakota,At-Large,U.S. Representative,Republican,Kevin Cramer,0.56
North Dakota,At-Large,U.S. Representative,Democratic,George B. Sinner,0.39
North Dakota,At-Large,U.S. Representative,Libertarian,Jack Seaman,0.06
Ohio,1,U.S. Representative,Republican,Steve Chabot,0.63
Ohio,1,U.S. Representative,Democratic,Fred Kundrata,0.37
Ohio,2,U.S. Representative,Republican,Brad Wenstrup,0.66
Ohio,2,U.S. Representative,Democratic,Marek Tyszkiewicz,0.34
Ohio,3,U.S. Representative,Democratic,Joyce Beatty,0.64
Ohio,3,U.S. Representative,Republican,John Adams,0.36
Ohio,4,U.S. Representative,Republican,Jim Jordan,0.68
Ohio,4,U.S. Representative,Democratic,Janet Garrett,0.32
Ohio,5,U.S. Representative,Republican,Bob Latta,0.67
Ohio,5,U.S. Representative,Democratic,Robert Fry,0.29
Ohio,5,U.S. Representative,Libertarian,Eric Eberly,0.05
Ohio,6,U.S. Representative,Republican,Bill Johnson,0.58
Ohio,6,U.S. Representative,Democratic,Jennifer Garrison,0.39
Ohio,6,U.S. Representative,Green,Dennis Lambert,0.03
Ohio,7,U.S. Representative,Republican,Bob Gibbs,1.00
Ohio,8,U.S. Representative,Republican,John Boehner,0.67
Ohio,8,U.S. Representative,Democratic,Tom Poetter,0.27
Ohio,8,U.S. Representative,Constitution,Jim Condit Jr.,0.05
Ohio,9,U.S. Representative,Democratic,Marcy Kaptur,0.68
Ohio,9,U.S. Representative,Republican,Richard May,0.32
Ohio,10,U.S. Representative,Republican,Mike Turner,0.65
Ohio,10,U.S. Representative,Democratic,Robert Klepinger,0.32
Ohio,10,U.S. Representative,Libertarian,David Harlow,0.03
Ohio,11,U.S. Representative,Democratic,Marcia Fudge,0.79
Ohio,11,U.S. Representative,Republican,Mark Zetzer,0.21
Ohio,12,U.S. Representative,Republican,Pat Tiberi,0.68
Ohio,12,U.S. Representative,Democratic,David Tibbs,0.28
Ohio,12,U.S. Representative,Green,Bob Hart,0.04
Ohio,13,U.S. Representative,Democratic,Tim Ryan,0.69
Ohio,13,U.S. Representative,Republican,Thomas Pekarek,0.02
Ohio,14,U.S. Representative,Republican,David Joyce,0.63
Ohio,14,U.S. Representative,Democratic,Michael Wager,0.33
Ohio,14,U.S. Representative,Libertarian,David Macko,0.04
Ohio,15,U.S. Representative,Republican,Steve Stivers,0.66
Ohio,15,U.S. Representative,Democratic,Scott Wharton,0.34
Ohio,16,U.S. Representative,Republican,Jim Renacci,0.64
Ohio,16,U.S. Representative,Democratic,Pete Crossland,0.36
Oklahoma,1,U.S. Representative,Republican,Jim Bridenstine,1.00
Oklahoma,2,U.S. Representative,Republican,Markwayne Mullin,0.70
Oklahoma,2,U.S. Representative,Democratic,Earl Everett,0.25
Oklahoma,2,U.S. Representative,Independent,Jon Douthitt,0.05
Oklahoma,3,U.S. Representative,Republican,Frank Lucas,0.79
Oklahoma,3,U.S. Representative,Democratic,Frankie Robbins,0.21
Oklahoma,4,U.S. Representative,Republican,Tom Cole,0.71
Oklahoma,4,U.S. Representative,Democratic,Bert Smith,0.25
Oklahoma,4,U.S. Representative,Independent,Dennis Johnson,0.05
Oklahoma,5,U.S. Representative,Republican,Steve Russell,0.60
Oklahoma,5,U.S. Representative,Democratic,Al McAffrey,0.36
Oklahoma,5,U.S. Representative,Independent,Robert Murphy,0.01
Oregon,1,U.S. Representative,Democratic,Suzanne Bonamici,0.58
Oregon,1,U.S. Representative,Republican,Jason Yates,0.35
Oregon,1,U.S. Representative,Libertarian,James Foster,0.04
Oregon,2,U.S. Representative,Republican,Greg Walden,0.70
Oregon,2,U.S. Representative,Democratic,Aelea Cristofferson,0.26
Oregon,2,U.S. Representative,Libertarian,Sharon Durbin,0.04
Oregon,3,U.S. Representative,Democratic,Earl Blumenauer,0.73
Oregon,3,U.S. Representative,Republican,James Buchal,0.20
Oregon,3,U.S. Representative,Pacific Green,Michael Meo,0.04
Oregon,4,U.S. Representative,Democratic,Peter DeFazio,0.59
Oregon,4,U.S. Representative,Republican,Art Robinson,0.38
Oregon,4,U.S. Representative,Pacific Green,Mike Beilstein,0.02
Oregon,5,U.S. Representative,Democratic,Kurt Schrader,0.54
Oregon,5,U.S. Representative,Republican,Tootie Smith,0.39
Oregon,5,U.S. Representative,Independent,Marvin Sannes,0.03
Pennsylvania,1,U.S. Representative,Democratic,Bob Brady,0.83
Pennsylvania,1,U.S. Representative,Republican,Megan Rath,0.17
Pennsylvania,2,U.S. Representative,Democratic,Chaka Fattah,0.88
Pennsylvania,2,U.S. Representative,Republican,Armond James,0.12
Pennsylvania,3,U.S. Representative,Republican,Mike Kelly,0.61
Pennsylvania,3,U.S. Representative,Democratic,Dan LaVallee,0.39
Pennsylvania,4,U.S. Representative,Republican,Scott Perry,0.75
Pennsylvania,4,U.S. Representative,Democratic,Linda D. Thompson,0.26
Pennsylvania,5,U.S. Representative,Republican,Glenn Thompson,0.64
Pennsylvania,5,U.S. Representative,Democratic,Kerith Strano Taylor,0.36
Pennsylvania,6,U.S. Representative,Republican,Ryan Costello,0.56
Pennsylvania,6,U.S. Representative,Democratic,Manan Trivedi,0.44
Pennsylvania,7,U.S. Representative,Republican,Pat Meehan,0.62
Pennsylvania,7,U.S. Representative,Democratic,Mary Ellen Balchunis,0.38
Pennsylvania,8,U.S. Representative,Republican,Mike Fitzpatrick,0.62
Pennsylvania,8,U.S. Representative,Democratic,Kevin Strouse,0.38
Pennsylvania,9,U.S. Representative,Republican,Bill Shuster,0.04
Pennsylvania,9,U.S. Representative,Democratic,Alanna Hartzok,0.37
Pennsylvania,10,U.S. Representative,Republican,Tom Marino,0.63
Pennsylvania,10,U.S. Representative,Democratic,Scott Brion,0.25
Pennsylvania,10,U.S. Representative,Independent,Nick Troiano,0.13
Pennsylvania,11,U.S. Representative,Republican,Lou Barletta,0.66
Pennsylvania,11,U.S. Representative,Democratic,Andy Ostrowski,0.34
Pennsylvania,12,U.S. Representative,Republican,Keith Rothfus,0.59
Pennsylvania,12,U.S. Representative,Democratic,Erin McClelland,0.41
Pennsylvania,13,U.S. Representative,Democratic,Brendan Boyle,0.67
Pennsylvania,13,U.S. Representative,Republican,Dee Adcock,0.33
Pennsylvania,14,U.S. Representative,Democratic,Mike Doyle,1.00
Pennsylvania,15,U.S. Representative,Republican,Charlie Dent,1.00
Pennsylvania,16,U.S. Representative,Republican,Joe Pitts,0.58
Pennsylvania,16,U.S. Representative,Democratic,Tom Houghton,0.42
Pennsylvania,17,U.S. Representative,Democratic,Matt Cartwright,0.57
Pennsylvania,17,U.S. Representative,Republican,David Moylan,0.43
Pennsylvania,18,U.S. Representative,Republican,Tim Murphy,1.00
Rhode Island,1,U.S. Representative,Democratic,David Cicilline,0.60
Rhode Island,1,U.S. Representative,Republican,Cormick Lynch,0.40
Rhode Island,2,U.S. Representative,Democratic,James Langevin,0.62
Rhode Island,2,U.S. Representative,Republican,Rhue Reis,0.38
South Carolina,1,U.S. Representative,Republican,Mark Sanford,1.00
South Carolina,2,U.S. Representative,Republican,Joe Wilson,0.62
South Carolina,2,U.S. Representative,Democratic,Phil Black,0.35
South Carolina,2,U.S. Representative,Labor,Harold Geddings III,0.02
South Carolina,3,U.S. Representative,Republican,Jeff Duncan,0.71
South Carolina,3,U.S. Representative,Democratic,Barbara Jo Mullis,0.29
South Carolina,4,U.S. Representative,Republican,Trey Gowdy,0.85
South Carolina,4,U.S. Representative,Libertarian,Curtis McLaughlin,0.15
South Carolina,5,U.S. Representative,Republican,Mick Mulvaney,0.59
South Carolina,5,U.S. Representative,Democratic,Tom Adams,0.41
South Carolina,6,U.S. Representative,Democratic,Jim Clyburn,0.73
South Carolina,6,U.S. Representative,Republican,Anthony Culler,0.26
South Carolina,6,U.S. Representative,Libertarian,Kevin Umbaugh,0.02
South Carolina,7,U.S. Representative,Republican,Tom Rice,0.60
South Carolina,7,U.S. Representative,Democratic,Gloria Tinubu,0.40
South Dakota,At-Large,U.S. Representative,Republican,Kristi Noem,0.67
South Dakota,At-Large,U.S. Representative,Democratic,Corinna Robinson,0.34
Tennessee,1,U.S. Representative,Republican,Phil Roe,0.83
Tennessee,1,U.S. Representative,Green,Bob Smith,0.07
Tennessee,1,U.S. Representative,Independent,Robert Franklin,0.07
Tennessee,2,U.S. Representative,Republican,Jimmy Duncan,0.73
Tennessee,2,U.S. Representative,Democratic,Bob Scott,0.23
Tennessee,2,U.S. Representative,Independent,Casey Gouge,0.03
Tennessee,3,U.S. Representative,Republican,Chuck Fleischmann,0.62
Tennessee,3,U.S. Representative,Democratic,Mary Headrick,0.35
Tennessee,3,U.S. Representative,Independent,Cassandra Mitchell,0.03
Tennessee,4,U.S. Representative,Republican,Scott DesJarlais,0.58
Tennessee,4,U.S. Representative,Democratic,Lenda Sherrell,0.35
Tennessee,4,U.S. Representative,Independent,Robert Doggart,0.06
Tennessee,5,U.S. Representative,Democratic,Jim Cooper,0.62
Tennessee,5,U.S. Representative,Republican,Bob Ries,0.36
Tennessee,5,U.S. Representative,Independent,Paul Deakin,0.02
Tennessee,6,U.S. Representative,Republican,Diane Black,0.71
Tennessee,6,U.S. Representative,Democratic,Amos Powers,0.23
Tennessee,6,U.S. Representative,Independent,Mike Winton,0.06
Tennessee,7,U.S. Representative,Republican,Marsha Blackburn,0.70
Tennessee,7,U.S. Representative,Democratic,Dan Cramer,0.27
Tennessee,7,U.S. Representative,Libertarian,Lenny Ladner,0.03
Tennessee,8,U.S. Representative,Republican,Stephen Fincher,0.71
Tennessee,8,U.S. Representative,Democratic,Wes Bradley,0.25
Tennessee,8,U.S. Representative,Constitution,Mark Rawles,0.03
Tennessee,9,U.S. Representative,Democratic,Steve Cohen,0.75
Tennessee,9,U.S. Representative,Republican,Charlotte Bergmann,0.23
Tennessee,9,U.S. Representative,Independent,Floyd Alberson,0.01
Texas,1,U.S. Representative,Republican,Louie Gohmert,0.78
Texas,1,U.S. Representative,Democratic,Shirley McKellar,0.23
Texas,2,U.S. Representative,Republican,Ted Poe,0.68
Texas,2,U.S. Representative,Democratic,Niko Letsos,0.30
Texas,2,U.S. Representative,Libertarian,James Veasaw,0.02
Texas,3,U.S. Representative,Republican,Sam Johnson,0.82
Texas,3,U.S. Representative,Green,Paul Blair,0.18
Texas,4,U.S. Representative,Republican,John Ratcliffe,1.00
Texas,5,U.S. Representative,Republican,Jeb Hensarling,0.86
Texas,5,U.S. Representative,Libertarian,Ken Ashby,0.15
Texas,6,U.S. Representative,Republican,Joe Barton,0.61
Texas,6,U.S. Representative,Democratic,David Cozad,0.36
Texas,6,U.S. Representative,Libertarian,Hugh Chauvin,0.02
Texas,7,U.S. Representative,Republican,John Culberson,0.63
Texas,7,U.S. Representative,Democratic,James Cargas,0.35
Texas,7,U.S. Representative,Libertarian,Gerald Fowler,0.02
Texas,8,U.S. Representative,Republican,Kevin Brady,0.89
Texas,8,U.S. Representative,Libertarian,Ken Petty,0.11
Texas,9,U.S. Representative,Democratic,Al Green,0.91
Texas,9,U.S. Representative,Libertarian,Johnny Johnson,0.09
Texas,10,U.S. Representative,Republican,Michael McCaul,0.62
Texas,10,U.S. Representative,Democratic,Tawana Walter-Cadien,0.34
Texas,10,U.S. Representative,Libertarian,Bill Kelsey,0.04
Texas,11,U.S. Representative,Republican,Mike Conaway,0.90
Texas,11,U.S. Representative,Libertarian,Ryan Lange,0.10
Texas,12,U.S. Representative,Republican,Kay Granger,0.71
Texas,12,U.S. Representative,Democratic,Mark Greene,0.26
Texas,12,U.S. Representative,Libertarian,Ed Colliver,0.02
Texas,13,U.S. Representative,Republican,Mac Thornberry,0.84
Texas,13,U.S. Representative,Democratic,Mike Minter,0.13
Texas,13,U.S. Representative,Libertarian,Emily Pivoda,0.02
Texas,14,U.S. Representative,Republican,Randy Weber,0.62
Texas,14,U.S. Representative,Democratic,Donald Brown,0.36
Texas,14,U.S. Representative,Libertarian,John Wieder,0.02
Texas,15,U.S. Representative,Democratic,Ruben Hinojosa,0.54
Texas,15,U.S. Representative,Republican,Eddie Zamora,0.43
Texas,15,U.S. Representative,Libertarian,Johnny Partain,0.03
Texas,16,U.S. Representative,Democratic,Beto O'Rourke,0.68
Texas,16,U.S. Representative,Republican,Corey Roen,0.29
Texas,16,U.S. Representative,Libertarian,Jaime Perez,0.03
Texas,17,U.S. Representative,Republican,Bill Flores,0.65
Texas,17,U.S. Representative,Democratic,Nick Haynes,0.32
Texas,17,U.S. Representative,Libertarian,Shawn Hamilton,0.03
Texas,18,U.S. Representative,Democratic,Sheila Jackson Lee,0.72
Texas,18,U.S. Representative,Republican,Sean Siebert,0.25
Texas,18,U.S. Representative,Independent,Vince Duncan,0.02
Texas,19,U.S. Representative,Republican,Randy Neugebauer,0.77
Texas,19,U.S. Representative,Democratic,Neal Marchbanks,0.18
Texas,19,U.S. Representative,Libertarian,Chip Peterson,0.04
Texas,20,U.S. Representative,Democratic,Joaquin Castro,0.76
Texas,20,U.S. Representative,Libertarian,Jeffrey Blunt,0.24
Texas,21,U.S. Representative,Republican,Lamar Smith,0.72
Texas,21,U.S. Representative,Green,Antonio Diaz,0.15
Texas,21,U.S. Representative,Libertarian,Ryan Shields,0.14
Texas,22,U.S. Representative,Republican,Pete Olson,0.67
Texas,22,U.S. Representative,Democratic,Frank Briscoe,0.32
Texas,22,U.S. Representative,Libertarian,Rob Lapham,0.02
Texas,23,U.S. Representative,Republican,Will Hurd,0.50
Texas,23,U.S. Representative,Democratic,Pete Gallego,0.48
