,State,District,Position,Party,Candidate,Vote Share,
398,Iowa,2,U.S. Representative,LIB,Kevin Litten,0.02,
399,Iowa,3,U.S. Representative,IND,Leonard Boswell,0.534,DEM
400,Iowa,3,U.S. Representative,REP,Stan Thompson,0.45,
401,Iowa,3,U.S. Representative,LIB,Jeffrey Smith,0.012,
402,Iowa,4,U.S. Representative,REP,Tom Latham,0.5479999999999999,
403,Iowa,4,U.S. Representative,IND,John Norris,0.431,DEM
404,Iowa,4,U.S. Representative,LIB,Terry Wilson,0.013999999999999999,
405,Iowa,4,U.S. Representative,LIB,Jim Hennager,0.006999999999999999,
406,Iowa,5,U.S. Representative,REP,Steve King,0.622,
407,Iowa,5,U.S. Representative,IND,Paul Shomshor,0.37799999999999995,DEM
408,Kansas,1,U.S. Representative,REP,Jerry Moran,0.9109999999999999,
409,Kansas,1,U.S. Representative,LIB,Jack Warner,0.08900000000000001,
410,Kansas,2,U.S. Representative,REP,Jim Ryun,0.604,
411,Kansas,2,U.S. Representative,IND,Dan Lykins,0.375,DEM
412,Kansas,2,U.S. Representative,LIB,Art Clack,0.021,
413,Kansas,3,U.S. Representative,IND,Dennis Moore,0.502,DEM
414,Kansas,3,U.S. Representative,REP,Adam Taff,0.469,
415,Kansas,3,U.S. Representative,IND,Dawn Bly,0.023,
416,Kansas,3,U.S. Representative,LIB,Douglas Martin,0.006,
417,Kansas,4,U.S. Representative,REP,Todd Tiahrt,0.606,
418,Kansas,4,U.S. Representative,IND,Carlos Nolla,0.37,DEM
419,Kansas,4,U.S. Representative,LIB,Maike Warren,0.024,
420,Kentucky,1,U.S. Representative,REP,Ed Whitfield,0.623,
421,Kentucky,1,U.S. Representative,IND,Klint Alexander,0.348,DEM
422,Kentucky,2,U.S. Representative,REP,Ron Lewis,0.696,
423,Kentucky,2,U.S. Representative,IND,David L. Williams,0.292,DEM
424,Kentucky,2,U.S. Representative,LIB,Robert Guy Dyer,0.012,
425,Kentucky,3,U.S. Representative,REP,Anne Northup,0.516,
426,Kentucky,3,U.S. Representative,IND,Jack Conway,0.484,DEM
427,Kentucky,4,U.S. Representative,IND,Ken Lucas,0.511,DEM
428,Kentucky,4,U.S. Representative,REP,Geoff Davis,0.475,
429,Kentucky,4,U.S. Representative,LIB,John Grote,0.013000000000000001,
430,Kentucky,5,U.S. Representative,REP,Hal Rogers,0.7829999999999999,
431,Kentucky,5,U.S. Representative,IND,Sidney Jane Bailey,0.217,DEM
432,Kentucky,6,U.S. Representative,REP,Ernie Fletcher,0.72,
433,Kentucky,6,U.S. Representative,IND,Gatewood Galbraith,0.26,
434,Kentucky,6,U.S. Representative,LIB,Mark Gailey,0.021,
435,Louisiana,1,U.S. Representative,REP,David Vitter,0.815,
436,Louisiana,1,U.S. Representative,REP,Monica Monica,0.11199999999999999,
437,Louisiana,1,U.S. Representative,REP,Robert Namer,0.04,
438,Louisiana,1,U.S. Representative,IND,Ian Hawxhurst,0.033,
439,Louisiana,2,U.S. Representative,IND,William J. Jefferson,0.635,DEM
440,Louisiana,2,U.S. Representative,IND,Irma Muse Dixon,0.2,DEM
441,Louisiana,2,U.S. Representative,REP,Silky Sullivan,0.109,
442,Louisiana,2,U.S. Representative,IND,"Clarence ""Buddy"" Hunt",0.028999999999999998,DEM
443,Louisiana,2,U.S. Representative,IND,Wayne Clement,0.027000000000000003,
444,Louisiana,3,U.S. Representative,REP,Billy Tauzin,0.867,
445,Louisiana,3,U.S. Representative,IND,William Beier,0.086,
446,Louisiana,3,U.S. Representative,IND,David Iwancio,0.047,
447,Louisiana,4,U.S. Representative,REP,Jim McCrery,0.716,
448,Louisiana,4,U.S. Representative,IND,John Milkovich,0.265,DEM
449,Louisiana,4,U.S. Representative,IND,Bill Jacobs,0.019,
450,Louisiana,5,U.S. Representative,IND,Rodney Alexander,0.503,DEM
451,Louisiana,5,U.S. Representative,REP,Lee Fletcher,0.49700000000000005,
452,Louisiana,6,U.S. Representative,REP,Richard Baker,0.84,
453,Louisiana,6,U.S. Representative,IND,Rick Moscatello,0.16,
454,Louisiana,7,U.S. Representative,IND,Chris John,0.868,DEM
455,Louisiana,7,U.S. Representative,IND,Michael Harris,0.132,
456,Maine,1,U.S. Representative,IND,Tom Allen,0.638,DEM
457,Maine,1,U.S. Representative,REP, Steven Joyce,0.36200000000000004,
458,Maine,2,U.S. Representative,IND,Michael Michaud,0.52,DEM
459,Maine,2,U.S. Representative,REP,Kevin Raye,0.48,
460,Maryland,1,U.S. Representative,REP,Wayne Gilchrest,0.767,
461,Maryland,1,U.S. Representative,IND,Ann Tamlyn,0.23199999999999998,DEM
462,Maryland,2,U.S. Representative,IND,Dutch Ruppersberger,0.542,DEM
463,Maryland,2,U.S. Representative,REP,Helen Delich Bentley,0.456,
464,Maryland,3,U.S. Representative,IND,Ben Cardin,0.657,DEM
465,Maryland,3,U.S. Representative,REP,Scott Conwell,0.342,
466,Maryland,4,U.S. Representative,IND,Albert Wynn,0.7859999999999999,DEM
467,Maryland,4,U.S. Representative,REP,John Kimble,0.20800000000000002,
468,Maryland,5,U.S. Representative,IND,Steny Hoyer,0.693,DEM
469,Maryland,5,U.S. Representative,REP,Joseph Crawford,0.305,
470,Maryland,6,U.S. Representative,REP,Roscoe Bartlett,0.6609999999999999,
471,Maryland,6,U.S. Representative,IND,Donald DeArmon,0.33799999999999997,DEM
472,Maryland,7,U.S. Representative,IND,Elijah Cummings,0.735,DEM
473,Maryland,7,U.S. Representative,REP,Joseph Ward,0.264,
474,Maryland,8,U.S. Representative,IND,Chris Van Hollen,0.517,DEM
475,Maryland,8,U.S. Representative,REP,Connie Morella,0.475,
476,Maryland,8,U.S. Representative,IND,Stephen Bassett,0.006999999999999999,
477,Massachusetts,1,U.S. Representative,IND,John Olver,0.6759999999999999,DEM
478,Massachusetts,1,U.S. Representative,REP,Matthew Kinnaman,0.324,
479,Massachusetts,2,U.S. Representative,IND,Richard Neal,1.0,DEM
480,Massachusetts,3,U.S. Representative,IND,Jim McGovern,1.0,DEM
481,Massachusetts,4,U.S. Representative,IND,Barney Frank,1.0,DEM
482,Massachusetts,5,U.S. Representative,IND,Marty Meehan,0.602,DEM
483,Massachusetts,5,U.S. Representative,REP,Charles McCarthy,0.34,
484,Massachusetts,5,U.S. Representative,LIB,Ilana Freedman,0.057999999999999996,
485,Massachusetts,6,U.S. Representative,IND,John F. Tierney,0.6829999999999999,DEM
486,Massachusetts,6,U.S. Representative,REP,Mark C. Smith,0.316,
487,Massachusetts,7,U.S. Representative,IND,Ed Markey,1.0,DEM
488,Massachusetts,8,U.S. Representative,IND,Mike Capuano,1.0,DEM
489,Massachusetts,9,U.S. Representative,IND,Stephen Lynch,1.0,DEM
490,Massachusetts,10,U.S. Representative,IND,Bill Delahunt,0.6920000000000001,DEM
491,Massachusetts,10,U.S. Representative,REP,Luis Gonzaga,0.307,
492,Michigan,1,U.S. Representative,IND,Bart Stupak,0.677,DEM
493,Michigan,1,U.S. Representative,REP,Don Hooper,0.311,
494,Michigan,1,U.S. Representative,LIB,John Loosemore,0.012,
495,Michigan,2,U.S. Representative,REP,Pete Hoekstra,0.7040000000000001,
496,Michigan,2,U.S. Representative,IND,Jeffrey Wrisley,0.27699999999999997,DEM
497,Michigan,2,U.S. Representative,LIB,Laurie Aleck,0.012,
498,Michigan,3,U.S. Representative,REP,Vern Ehlers,0.7,
499,Michigan,3,U.S. Representative,IND,Kathryn Lynnes,0.28300000000000003,DEM
500,Michigan,3,U.S. Representative,LIB,Tom Quinn,0.012,
501,Michigan,3,U.S. Representative,IND,Richard Lucey,0.005,
502,Michigan,4,U.S. Representative,REP,Dave Camp,0.682,
503,Michigan,4,U.S. Representative,IND,Lawrence Hollenbeck,0.302,DEM
504,Michigan,4,U.S. Representative,IND,Sterling Johnson,0.01,
505,Michigan,4,U.S. Representative,LIB,"Al Chia, Jr.",0.006,
506,Michigan,5,U.S. Representative,IND,Dale Kildee,0.9159999999999999,DEM
507,Michigan,5,U.S. Representative,LIB,Clint Foster,0.054000000000000006,
508,Michigan,5,U.S. Representative,IND,Harley Mikkelson,0.03,
509,Michigan,6,U.S. Representative,REP,Fred Upton,0.6920000000000001,
510,Michigan,6,U.S. Representative,IND,"Gary Giguere, Jr.",0.293,DEM
511,Michigan,6,U.S. Representative,IND,Harley Mikkelson,0.015,
512,Michigan,7,U.S. Representative,REP,Nick Smith,0.597,
513,Michigan,7,U.S. Representative,IND,Mike Simpson,0.386,DEM
514,Michigan,7,U.S. Representative,LIB,Ken Proctor,0.017,
515,Michigan,8,U.S. Representative,REP,Mike Rogers,0.679,
516,Michigan,8,U.S. Representative,IND,Frank McAlpine,0.308,DEM
517,Michigan,8,U.S. Representative,LIB,Thomas Yeutter,0.013999999999999999,
518,Michigan,9,U.S. Representative,REP,Joe Knollenberg,0.581,
519,Michigan,9,U.S. Representative,IND,David Fink,0.39899999999999997,DEM
520,Michigan,9,U.S. Representative,LIB,Robert Schubring,0.02,
521,Michigan,10,U.S. Representative,REP,Candice Miller,0.633,
522,Michigan,10,U.S. Representative,IND,Carl Marlinga,0.355,DEM
523,Michigan,10,U.S. Representative,IND,Renae Coon,0.012,DEM
524,Michigan,11,U.S. Representative,REP,Thad McCotter,0.5720000000000001,
525,Michigan,11,U.S. Representative,IND,Kevin Kelley,0.397,DEM
526,Michigan,11,U.S. Representative,IND,William Boyd,0.019,
527,Michigan,11,U.S. Representative,IND,Dan Malone,0.012,
528,Michigan,12,U.S. Representative,IND,Sander Levin,0.6829999999999999,DEM
529,Michigan,12,U.S. Representative,REP,Harvey Dean,0.298,
530,Michigan,12,U.S. Representative,LIB,Dick Gach,0.013000000000000001,
531,Michigan,12,U.S. Representative,IND,Steven Revis,0.006999999999999999,
532,Michigan,13,U.S. Representative,IND,Carolyn Kilpatrick,0.9159999999999999,DEM
533,Michigan,13,U.S. Representative,REP,Raymond Warner,0.084,
534,Michigan,14,U.S. Representative,IND,John Conyers Jr.,0.8320000000000001,DEM
535,Michigan,14,U.S. Representative,REP,Dave Stone,0.152,
536,Michigan,14,U.S. Representative,LIB,Francis Schorr,0.009000000000000001,
537,Michigan,14,U.S. Representative,IND,John Litle,0.006999999999999999,
538,Michigan,15,U.S. Representative,IND,John Dingell,0.722,DEM
539,Michigan,15,U.S. Representative,REP,Martin Kaltenbach,0.257,
540,Michigan,15,U.S. Representative,LIB,Gregory Stempfle,0.021,
541,Minnesota,1,U.S. Representative,REP,Gil Gutknecht,0.615,
542,Minnesota,1,U.S. Representative,IND,Steve Andreasen,0.34700000000000003,
543,Minnesota,1,U.S. Representative,IND,Greg Mikkelson,0.038,
544,Minnesota,2,U.S. Representative,REP,John Kline,0.5329999999999999,
545,Minnesota,2,U.S. Representative,IND,Bill Luther,0.42200000000000004,
546,Minnesota,2,U.S. Representative,IND,Greg Mikkelson,0.043,
547,Minnesota,3,U.S. Representative,REP,Jim Ramstad,0.72,
548,Minnesota,3,U.S. Representative,IND,Darryl Stanton,0.27899999999999997,
549,Minnesota,4,U.S. Representative,IND,Betty McCollum,0.622,
550,Minnesota,4,U.S. Representative,REP,Clyde Billington,0.33899999999999997,
551,Minnesota,4,U.S. Representative,IND,Scott Raskiewicz,0.038,
552,Minnesota,5,U.S. Representative,IND,Martin Sabo,0.67,
553,Minnesota,5,U.S. Representative,REP,Daniel Mathias,0.259,
554,Minnesota,5,U.S. Representative,IND,Tim Davis,0.07,
555,Minnesota,6,U.S. Representative,REP,Mark Kennedy,0.573,
556,Minnesota,6,U.S. Representative,IND,Janet Robert,0.35100000000000003,
557,Minnesota,6,U.S. Representative,IND,Dan Becker,0.075,
558,Minnesota,7,U.S. Representative,IND,Collin Peterson,0.653,
559,Minnesota,7,U.S. Representative,REP,Dan Stevens,0.34600000000000003,
560,Minnesota,8,U.S. Representative,IND,Jim Oberstar,0.687,
561,Minnesota,8,U.S. Representative,REP,Bob Lemen,0.312,
562,Mississippi,1,U.S. Representative,REP,Roger Wicker,0.7140000000000001,
563,Mississippi,1,U.S. Representative,IND,Rex Weathers,0.242,DEM
564,Mississippi,1,U.S. Representative,IND,Brenda Blackburn,0.026000000000000002,
565,Mississippi,1,U.S. Representative,LIB,Harold Taylor,0.018000000000000002,
566,Mississippi,2,U.S. Representative,IND,Bennie Thompson,0.551,DEM
567,Mississippi,2,U.S. Representative,REP,Clinton LeSueur,0.428,
568,Mississippi,2,U.S. Representative,IND,Lee Dilworth,0.021,
569,Mississippi,3,U.S. Representative,REP,Chip Pickering,0.638,
570,Mississippi,3,U.S. Representative,IND,Ronnie Shows,0.348,DEM
571,Mississippi,3,U.S. Representative,IND,Jim Giles,0.006999999999999999,
572,Mississippi,3,U.S. Representative,IND,Harvey Darden,0.004,
573,Mississippi,3,U.S. Representative,LIB,Brad McDonald,0.004,
574,Mississippi,3,U.S. Representative,IND,Carroll Grantham,0.002,
575,Mississippi,4,U.S. Representative,IND,Gene Taylor,0.752,DEM
576,Mississippi,4,U.S. Representative,REP,Karl Mertz,0.212,
577,Mississippi,4,U.S. Representative,LIB,Wayne Parker,0.021,
578,Mississippi,4,U.S. Representative,IND,Thomas Huffmaster,0.015,
579,Missouri,1,U.S. Representative,IND,William Lacy Clay,0.701,DEM
580,Missouri,1,U.S. Representative,REP,Richard Schwadron,0.271,
581,Missouri,1,U.S. Representative,LIB,Jim Higgins,0.027999999999999997,
582,Missouri,2,U.S. Representative,REP,Todd Akin,0.6709999999999999,
583,Missouri,2,U.S. Representative,IND,John Hogan,0.31,DEM
584,Missouri,2,U.S. Representative,LIB,Darla Maloney,0.018000000000000002,
585,Missouri,3,U.S. Representative,IND,Dick Gephardt,0.591,DEM
586,Missouri,3,U.S. Representative,REP,Catherine Enz,0.389,
587,Missouri,3,U.S. Representative,LIB,Dan Byington,0.02,
588,Missouri,4,U.S. Representative,IND,Ike Skelton,0.6759999999999999,DEM
589,Missouri,4,U.S. Representative,REP,Jim Noland,0.307,
590,Missouri,4,U.S. Representative,LIB,Daniel Roy Nelson,0.017,
591,Missouri,5,U.S. Representative,IND,Karen McCarthy,0.659,DEM
592,Missouri,5,U.S. Representative,REP,Steve Gordon,0.324,
593,Missouri,5,U.S. Representative,LIB,Jeanne Bojarski,0.018000000000000002,
594,Missouri,6,U.S. Representative,REP,Sam Graves,0.63,
595,Missouri,6,U.S. Representative,IND,Cathy Rinehart,0.35200000000000004,DEM
596,Missouri,6,U.S. Representative,LIB,Erik Buck,0.018000000000000002,
597,Missouri,7,U.S. Representative,REP,Roy Blunt,0.748,
598,Missouri,7,U.S. Representative,IND,Ron Lapham,0.23,DEM
599,Missouri,7,U.S. Representative,LIB,Doug Burlison,0.022000000000000002,
600,Missouri,8,U.S. Representative,REP,Jo Ann Emerson,0.718,
601,Missouri,8,U.S. Representative,IND,Gene Curtis,0.26899999999999996,DEM
602,Missouri,8,U.S. Representative,LIB,Eric Van Oostrom,0.013000000000000001,
603,Missouri,9,U.S. Representative,REP,Kenny Hulshof,0.682,
604,Missouri,9,U.S. Representative,IND,Don Deichman,0.28600000000000003,DEM
605,Missouri,9,U.S. Representative,IND,Keith Brekhus,0.02,
606,Missouri,9,U.S. Representative,LIB,John Mruzik,0.013000000000000001,
607,Montana,At-Large,U.S. Representative,REP,Dennis Rehberg,0.6459999999999999,
608,Montana,At-Large,U.S. Representative,IND,Steve Kelly,0.327,DEM
609,Montana,At-Large,U.S. Representative,LIB,Mike Fellows,0.027000000000000003,
610,Nebraska,1,U.S. Representative,REP,Doug Bereuter,0.8540000000000001,
611,Nebraska,1,U.S. Representative,LIB,Robert Eckerson,0.147,
612,Nebraska,2,U.S. Representative,REP,Lee Terry,0.633,
613,Nebraska,2,U.S. Representative,IND,Jim Simon,0.33,DEM
614,Nebraska,2,U.S. Representative,IND,Doug Paterson,0.023,
615,Nebraska,2,U.S. Representative,LIB,Dave Stock,0.013999999999999999,
616,Nebraska,3,U.S. Representative,REP,Tom Osborne,0.932,
617,Nebraska,3,U.S. Representative,LIB,Jerry Hickman,0.068,
618,Nevada,1,U.S. Representative,IND,Shelley Berkley,0.537,DEM
619,Nevada,1,U.S. Representative,REP,Lynette Boggs-McDonald,0.42700000000000005,
620,Nevada,1,U.S. Representative,IND,"Steven ""Capt. Truth"" Dempsey",0.024,
621,Nevada,1,U.S. Representative,IND,W. Lane Startin,0.012,
622,Nevada,2,U.S. Representative,REP,Jim Gibbons,0.743,
623,Nevada,2,U.S. Representative,IND,Travis Souza,0.2,DEM
624,Nevada,2,U.S. Representative,IND,Janine Hansen,0.036000000000000004,
625,Nevada,2,U.S. Representative,LIB,Brendan Trainor,0.017,
626,Nevada,2,U.S. Representative,IND,Robert Winquist,0.004,
627,Nevada,3,U.S. Representative,REP,Jon Porter,0.561,
628,Nevada,3,U.S. Representative,IND,Dario Herrera,0.37200000000000005,DEM
629,Nevada,3,U.S. Representative,IND,Pete O'Neil,0.038,
630,Nevada,3,U.S. Representative,LIB,Neil Scott,0.019,
631,Nevada,3,U.S. Representative,IND,Richard Odell,0.01,
632,New Hampshire,1,U.S. Representative,REP,Jeb Bradley,0.581,
633,New Hampshire,1,U.S. Representative,IND,Martha Fuller Clark,0.385,DEM
634,New Hampshire,1,U.S. Representative,LIB,Dan Belforti,0.033,
635,New Hampshire,2,U.S. Representative,REP,Charlie Bass,0.568,
636,New Hampshire,2,U.S. Representative,IND,Katrina Swett,0.409,DEM
637,New Hampshire,2,U.S. Representative,LIB,Rosalie Babiarz,0.023,
638,New Jersey,1,U.S. Representative,IND,Rob Andrews,0.927,DEM
639,New Jersey,1,U.S. Representative,LIB,Timothy Haas,0.073,
640,New Jersey,2,U.S. Representative,REP,Frank LoBiondo,0.6920000000000001,
641,New Jersey,2,U.S. Representative,IND,Steven Farkas,0.28300000000000003,DEM
642,New Jersey,2,U.S. Representative,IND,Roger Merle,0.01,
643,New Jersey,2,U.S. Representative,LIB,"Michael Matthews, Jr.",0.01,
644,New Jersey,2,U.S. Representative,IND,Constantino Rozzo,0.005,
645,New Jersey,3,U.S. Representative,REP,Jim Saxton,0.65,
646,New Jersey,3,U.S. Representative,IND,Richard Strada,0.33899999999999997,DEM
647,New Jersey,3,U.S. Representative,LIB,Raymond Byrne,0.006999999999999999,
648,New Jersey,3,U.S. Representative,IND,Ken Feduniewicz,0.004,
649,New Jersey,4,U.S. Representative,REP,Chris Smith,0.662,
650,New Jersey,4,U.S. Representative,IND,Mary Brennan,0.321,DEM
651,New Jersey,4,U.S. Representative,LIB,Keith Quarles,0.006999999999999999,
652,New Jersey,4,U.S. Representative,IND,Hermann Winkelmann,0.006,
653,New Jersey,4,U.S. Representative,IND,Don Graham,0.004,
654,New Jersey,5,U.S. Representative,REP,Scott Garrett,0.595,
655,New Jersey,5,U.S. Representative,IND,Anne Sumers,0.38299999999999995,DEM
656,New Jersey,5,U.S. Representative,IND,Michael Cino,0.022000000000000002,
657,New Jersey,6,U.S. Representative,IND,Frank Pallone,0.665,DEM
658,New Jersey,6,U.S. Representative,REP,Ric Medrow,0.309,
659,New Jersey,6,U.S. Representative,IND,Richard Strong,0.013000000000000001,
660,New Jersey,6,U.S. Representative,LIB,Barry Allen,0.009000000000000001,
661,New Jersey,6,U.S. Representative,IND,Mac Dara Francis X. Lyden,0.005,
662,New Jersey,7,U.S. Representative,REP,Mike Ferguson,0.58,
663,New Jersey,7,U.S. Representative,IND,Tim Carden,0.409,DEM
664,New Jersey,7,U.S. Representative,LIB,Darren Young,0.011000000000000001,
665,New Jersey,8,U.S. Representative,IND,Bill Pascrell,0.6679999999999999,DEM
666,New Jersey,8,U.S. Representative,REP,Jared Silverman,0.306,
667,New Jersey,8,U.S. Representative,IND,Joseph Fortunato,0.026000000000000002,
668,New Jersey,9,U.S. Representative,IND,Steve Rothman,0.698,DEM
669,New Jersey,9,U.S. Representative,REP,Joseph Glass,0.302,
670,New Jersey,10,U.S. Representative,IND,Don Payne,0.845,DEM
671,New Jersey,10,U.S. Representative,REP,Andrew Wirtz,0.156,
672,New Jersey,11,U.S. Representative,REP,Rodney Frelinghuysen,0.7240000000000001,
673,New Jersey,11,U.S. Representative,IND,Vij Pawar,0.264,DEM
674,New Jersey,11,U.S. Representative,LIB,Richard S. Roth,0.012,
675,New Jersey,12,U.S. Representative,IND,"Rush D. Holt, Jr.",0.61,DEM
676,New Jersey,12,U.S. Representative,REP,Buster Soaries,0.36700000000000005,
677,New Jersey,12,U.S. Representative,IND,Carl Mayer,0.011000000000000001,
678,New Jersey,12,U.S. Representative,LIB,Thomas Abrams,0.006999999999999999,
679,New Jersey,12,U.S. Representative,IND,Karen Anne Zaletel,0.005,
680,New Jersey,13,U.S. Representative,IND,Bob Menendez,0.7829999999999999,DEM
681,New Jersey,13,U.S. Representative,REP,James Geron,0.182,
682,New Jersey,13,U.S. Representative,IND,Pat Henry Faulkner,0.013000000000000001,
683,New Jersey,13,U.S. Representative,IND,Esmat Zaklama,0.008,
684,New Jersey,13,U.S. Representative,IND,Dick Hester,0.008,
685,New Jersey,13,U.S. Representative,IND,Herbert H. Shaw,0.006,
686,New Mexico,1,U.S. Representative,REP,Heather Wilson,0.5529999999999999,
687,New Mexico,1,U.S. Representative,IND,Richard Romero,0.447,DEM
688,New Mexico,2,U.S. Representative,REP,Steve Pearce,0.562,
689,New Mexico,2,U.S. Representative,IND,John Arthur Smith,0.43700000000000006,DEM
690,New Mexico,3,U.S. Representative,IND,Tom Udall,1.0,DEM
691,New York,1,U.S. Representative,IND,Tim Bishop,0.502,DEM
692,New York,1,U.S. Representative,REP,Felix Grucci,0.486,
693,New York,1,U.S. Representative,IND,Lorna Salzman,0.012,
694,New York,2,U.S. Representative,IND,Steve Israel,0.585,DEM
695,New York,2,U.S. Representative,REP,Joseph Finley,0.405,
696,New York,2,U.S. Representative,IND,John Keenan,0.011000000000000001,
697,New York,3,U.S. Representative,REP,Peter King,0.7190000000000001,
698,New York,3,U.S. Representative,IND,Stuart Finz,0.272,DEM
699,New York,3,U.S. Representative,IND,Janeen DePrima,0.009000000000000001,
700,New York,4,U.S. Representative,IND,Carolyn McCarthy,0.563,DEM
701,New York,4,U.S. Representative,REP,Marilyn F. O'Grady,0.43200000000000005,
702,New York,4,U.S. Representative,IND,Tim Derham,0.005,
703,New York,5,U.S. Representative,IND,Gary Ackerman,0.68,DEM
704,New York,5,U.S. Representative,IND,Perry Reich,0.077,
705,New York,6,U.S. Representative,IND,Gregory W. Meeks,0.965,DEM
706,New York,6,U.S. Representative,IND,Rey Clarke,0.035,
707,New York,7,U.S. Representative,IND,Joseph Crowley,0.733,DEM
708,New York,7,U.S. Representative,REP,Kevin Brawley,0.267,
709,New York,8,U.S. Representative,IND,Jerrold Nadler,0.7609999999999999,DEM
710,New York,8,U.S. Representative,REP,Jim Farrin,0.185,
711,New York,8,U.S. Representative,IND,Alan Jay Gerber,0.032,
712,New York,8,U.S. Representative,IND,Dan Wentzel,0.018000000000000002,
713,New York,8,U.S. Representative,LIB,Joseph Dobrian,0.005,
714,New York,9,U.S. Representative,IND,Anthony Weiner,0.657,DEM
715,New York,9,U.S. Representative,REP,Alfred Donohue,0.34299999999999997,
716,New York,10,U.S. Representative,IND,Ed Towns,0.978,DEM
717,New York,10,U.S. Representative,REP,Herbert Ryan,0.022000000000000002,
718,New York,11,U.S. Representative,IND,Major Owens,0.866,DEM
719,New York,11,U.S. Representative,REP,Susan Cleary,0.126,
720,New York,11,U.S. Representative,IND,Alice Gaffney,0.009000000000000001,
721,New York,12,U.S. Representative,IND,Nydia Velazquez,0.958,DEM
722,New York,12,U.S. Representative,REP,Cesar Estevez,0.042,
723,New York,13,U.S. Representative,REP,Vito Fossella,0.696,
724,New York,13,U.S. Representative,IND,Arne Mattsson,0.28300000000000003,DEM
725,New York,13,U.S. Representative,IND,Anita Lerman,0.013999999999999999,
726,New York,13,U.S. Representative,IND,Henry Bardel,0.006999999999999999,
727,New York,14,U.S. Representative,IND,Carolyn Maloney,0.753,DEM
728,New York,14,U.S. Representative,REP,Anton Srdanovic,0.248,
729,New York,15,U.S. Representative,IND,Charles B. Rangel,0.885,DEM
730,New York,15,U.S. Representative,REP,Jessie Fields,0.115,
731,New York,16,U.S. Representative,IND,Jose Serrano,0.9209999999999999,DEM
732,New York,16,U.S. Representative,REP,Frank Dellavalle,0.079,
733,New York,17,U.S. Representative,IND,Eliot Engel,0.626,DEM
734,New York,17,U.S. Representative,REP,Scott Vanderhoef,0.344,
735,New York,17,U.S. Representative,IND,Arthur Gallagher,0.01,
736,New York,17,U.S. Representative,IND,Elizabeth Shanklin,0.013999999999999999,
737,New York,18,U.S. Representative,IND,Nita Lowey,0.92,DEM
738,New York,18,U.S. Representative,IND,Michael J. Reynolds,0.08,
739,New York,19,U.S. Representative,REP,Sue Kelly,0.7,
740,New York,19,U.S. Representative,IND,Janine Selendy,0.26,DEM
741,New York,19,U.S. Representative,IND,Christine Tighe,0.025,
742,New York,19,U.S. Representative,IND,Jonathan Wright,0.015,
743,New York,20,U.S. Representative,REP,John Sweeney,0.733,
744,New York,20,U.S. Representative,IND,Frank Stoppenbach,0.24,DEM
745,New York,20,U.S. Representative,IND,Margaret Lewis,0.027000000000000003,
746,New York,21,U.S. Representative,IND,Mike McNulty,0.7509999999999999,DEM
747,New York,21,U.S. Representative,REP,Charles Rosenstein,0.249,
748,New York,22,U.S. Representative,IND,Maurice Hinchey,0.642,DEM
749,New York,22,U.S. Representative,REP,Eric Hall,0.32899999999999996,
750,New York,22,U.S. Representative,IND,Steven Greenfield,0.015,
751,New York,22,U.S. Representative,IND,Paul Laux,0.013999999999999999,
752,New York,23,U.S. Representative,REP,John McHugh,1.0,
753,New York,24,U.S. Representative,REP,Sherwood Boehlert,0.7070000000000001,
754,New York,24,U.S. Representative,IND,David Walrath,0.21600000000000003,
755,New York,24,U.S. Representative,IND,Mark Dunau,0.044000000000000004,
756,New York,24,U.S. Representative,IND,Kathleen Peters,0.033,
757,New York,25,U.S. Representative,REP,Jim Walsh,0.723,
758,New York,25,U.S. Representative,IND,Stephanie Aldersley,0.266,DEM
759,New York,25,U.S. Representative,IND,Francis Gavin,0.011000000000000001,
760,New York,26,U.S. Representative,REP,Tom Reynolds,0.736,
761,New York,26,U.S. Representative,IND,Ayesha Nariman,0.22399999999999998,DEM
762,New York,26,U.S. Representative,IND,Shawn Harris,0.022000000000000002,
763,New York,26,U.S. Representative,IND,Paul Fallon,0.017,
764,New York,27,U.S. Representative,REP,Jack Quinn,0.691,
765,New York,27,U.S. Representative,IND,Peter Crotty,0.275,DEM
766,New York,27,U.S. Representative,IND,Thomas Casey,0.021,
767,New York,27,U.S. Representative,IND,Albert LaBruna,0.013999999999999999,
768,New York,28,U.S. Representative,IND,Louise Slaughter,0.625,DEM
769,New York,28,U.S. Representative,REP,Henry Wojtaszek,0.375,
770,New York,29,U.S. Representative,REP,Amo Houghton,0.731,
771,New York,29,U.S. Representative,IND,Kisun Peters,0.213,DEM
772,New York,29,U.S. Representative,IND,Wendy Johnson,0.033,
773,New York,29,U.S. Representative,IND,Rachel Treichler,0.023,
774,North Carolina,1,U.S. Representative,IND,Frank Ballance,0.637,DEM
775,North Carolina,1,U.S. Representative,REP,Greg Dority,0.348,
776,North Carolina,1,U.S. Representative,LIB,Mike Ruff,0.013999999999999999,
777,North Carolina,2,U.S. Representative,IND,Bob Etheridge,0.654,DEM
778,North Carolina,2,U.S. Representative,REP,Joseph Ellen,0.33299999999999996,
779,North Carolina,2,U.S. Representative,LIB,Gary Minter,0.013999999999999999,
780,North Carolina,3,U.S. Representative,REP,Walter Jones Jr.,0.907,
781,North Carolina,3,U.S. Representative,LIB,Gary Goodson,0.09300000000000001,
782,North Carolina,4,U.S. Representative,IND,David Price,0.612,DEM
